hh1,hh2,hh3,hh4,hh5d,hh5m,hh5y,hh6,hh7,hh9,hh10,hh11,hh12,hh13,hh14,hh15,hh16,hh17,hh18h,hh18m,hh19h,hh19m,sl1,sl9a,sl9b,sl9c,cd_flag,cl2a,cl2b,cl2c,cl2d,cl4,cl5,cl6,cl7a,cl7b,cl7c,cl7d,cl7e,cl7f,cl8,cl9,cl10a,cl10b,cl10c,cl10d,cl10e,cl10f,cl10g,cl12,cd2,cd3a,cd3b,cd3c,cd3d,cd3e,cd3f,cd3g,cd3h,cd3i,cd3j,cd3k,cd4,hc1a,hc1c,hc2,hc3,hc4,hc5,hc6,hc7,hc8a,hc8b,hc8c,hc8d,hc8e,hc8f,hc8g,hc8h,hc8i,hc8j,hc8k,hc8l,hc8m,hc8n,hc8o,hc8p,hc8q,hc9b,hc9c,hc9d,hc10,hc11,hc12,hc12a,hc12b,hc12c,hc12d,hc13,hc14a,hc14b,hc14c,hc14e,hc14f,hc14g,hc15,ws1,ws2,ws3,ws4,ws5,ws6,ws7a,ws7b,ws7c,ws7d,ws7e,ws7f,ws7x,ws7z,ws8,ws9,ws10,ws11,hw1,hw2,hw3a,hw3ba,hw3bb,hw3bc,hw4,hw5a,hw5ba,hw5bb,hw5bc,hhsex,ethnicity,helevel,hhweight,wscore,windex5,wscoreu,windex5u,wscorer,windex5r,psu,stratum,hh_id
386,11,647,641,28,2,2014,1,5,1,2,3,1,1,0,0,642,2,11,5,11,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,1,2,36,35,33,2,NA,1,2,1,1,1,1,1,1,1,1,2,1,2,1,2,2,2,1,2,1,1,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,1,21,NA,1,NA,NA,1,A,,,D,,,,,12,2,NA,NA,1,1,1,,,C,NA,NA,,,,1,1,2,1.0945439878379295,1.2118973269744737,5,0.8025674469438577,4,NA,NA,386,5,38611
386,12,642,641,28,2,2014,1,5,1,1,2,0,0,0,0,642,2,14,10,14,50,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,36,35,33,2,NA,1,2,1,1,1,2,2,1,1,2,2,1,2,2,2,2,2,2,1,2,1,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,2,21,NA,1,NA,NA,1,A,,,D,,,,,12,2,NA,NA,1,1,1,,B,,NA,NA,,,,2,1,1,1.0945439878379295,0.46304709531806193,4,-0.13158823304090825,2,NA,NA,386,5,38612
386,13,645,641,1,3,2014,1,5,1,2,4,1,1,0,0,642,2,18,40,19,10,1,1,4,14,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,2,1,2,2,2,2,1,4,2,2,2,2,2,2,2,2,2,2,2,2,5,1,1,36,31,33,2,NA,1,2,1,2,1,1,1,2,1,2,2,1,2,1,2,2,2,1,1,1,2,1,4000,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,2,91,21,2,NA,NA,2,,,,,,,,,12,2,NA,NA,1,1,2,,,,1,1,A,,,1,1,3,1.0945439878379295,0.4107145271728845,3,-0.19687066698350414,2,NA,NA,386,5,38613
386,14,646,641,28,2,2014,1,5,1,2,6,1,1,0,0,642,2,8,0,8,40,2,2,6,5,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,2,2,2,2,2,1,1,6,2,1,2,2,1,1,2,2,2,1,2,2,1,1,3,36,35,33,2,NA,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1500,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,1,91,11,NA,NA,NA,2,,,,,,,,,12,2,NA,NA,1,1,1,,B,C,NA,NA,,,,1,1,3,1.0945439878379295,1.5385419455476321,5,1.2100413487701667,5,NA,NA,386,5,38614
386,15,646,641,2,3,2014,1,5,1,1,4,1,1,1,1,642,2,7,45,8,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,1,2,36,31,33,2,NA,1,2,1,2,1,1,2,1,1,1,1,1,1,1,2,2,2,1,2,1,1,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,1,21,NA,1,NA,NA,1,A,,,D,,,,,12,2,NA,NA,1,1,1,A,,,NA,NA,,,,2,1,3,1.0945439878379295,1.1565388398588703,5,0.7335103204473922,4,NA,NA,386,5,38615
386,16,646,641,1,3,2014,1,5,1,2,4,1,1,0,0,642,2,15,20,15,55,2,2,4,6,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,2,1,2,2,2,1,2,4,1,1,2,1,2,2,1,2,2,2,2,2,97,1,2,36,31,33,2,NA,1,2,1,2,1,1,2,2,1,1,2,1,2,1,2,2,2,1,2,1,1,1,400,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,1,21,NA,1,NA,NA,1,A,,,D,,,,,12,2,NA,NA,1,1,1,,B,C,NA,NA,,,,1,1,3,1.0945439878379295,0.8544238279901284,4,0.35663595703617834,3,NA,NA,386,5,38616
386,17,647,641,1,3,2014,1,5,1,1,4,1,1,0,0,642,2,15,20,15,58,2,1,3,10,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,2,1,2,2,2,2,1,3,1,1,2,1,1,2,2,2,2,2,2,2,97,1,3,36,31,33,2,NA,1,2,1,1,1,1,1,2,1,1,2,1,2,1,2,2,2,1,1,1,1,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,1,91,21,1,NA,NA,2,,,,,,,,,12,2,NA,NA,1,1,2,,,,1,1,,B,,1,1,3,1.0945439878379295,1.0530206439064302,5,0.6043762070521828,4,NA,NA,386,5,38617
386,18,645,641,28,2,2014,1,5,1,3,4,1,1,1,1,642,2,8,0,8,35,1,1,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,1,2,2,2,1,2,2,2,2,2,2,5,1,2,36,31,33,2,NA,1,2,1,1,1,1,1,2,1,1,2,1,1,1,2,2,2,1,1,1,1,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,1,11,NA,NA,NA,NA,1,A,,,D,,,,,12,2,NA,NA,1,1,2,,,,1,1,A,,,2,1,3,1.0945439878379295,1.218269678551084,5,0.8105166578387831,4,NA,NA,386,5,38618
386,19,647,641,1,3,2014,1,5,1,1,6,2,2,1,1,642,2,8,50,9,25,2,1,3,16,1,2,1,2,2,3,2,2,2,2,2,2,2,2,2,NA,2,2,2,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,3,36,31,33,2,NA,1,1,1,2,1,1,1,2,1,1,2,1,1,1,2,2,2,1,2,1,1,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,1,11,NA,NA,NA,NA,1,A,,,,,,,,12,2,NA,NA,1,1,1,A,,,NA,NA,,,,2,1,2,1.0945439878379295,1.1781168298555968,5,0.7604278549102045,4,NA,NA,386,5,38619
386,20,647,641,28,2,2014,1,5,1,2,4,1,1,0,0,642,2,9,0,9,40,2,2,4,6,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,2,2,2,2,2,2,NA,4,1,1,2,1,1,1,2,2,2,2,2,2,97,1,2,36,31,33,2,NA,1,2,1,2,1,1,1,2,1,1,2,1,2,1,2,2,2,1,2,1,1,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,1,91,21,1,NA,NA,1,A,,,,,,,,12,2,NA,NA,1,1,1,A,,,NA,NA,,,,1,1,4,1.0945439878379295,0.9324438781554795,5,0.4539623247578608,3,NA,NA,386,5,38620
387,1,642,641,3,2,2014,1,5,1,2,2,0,0,0,0,642,3,9,0,9,35,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,1,2,36,35,33,2,NA,1,1,1,2,1,1,1,1,1,2,1,1,2,1,2,2,2,1,2,1,1,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,2,91,21,1,NA,NA,1,A,,,,,,,,12,2,NA,NA,1,1,1,,B,,NA,NA,,,,1,1,4,0.9464174115692615,1.0947266668037632,5,0.6564025222379861,4,NA,NA,387,5,38701
387,2,647,641,3,3,2014,1,5,1,2,6,2,2,1,1,642,3,8,50,9,25,1,1,6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,1,2,2,2,2,2,2,2,2,2,2,97,1,4,36,35,33,2,NA,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,1,11,NA,NA,NA,NA,1,A,,,,,,,,12,2,NA,NA,1,1,1,A,B,,NA,NA,,,,1,1,4,0.9464174115692615,1.4593900266523399,5,1.111303027685349,5,NA,NA,387,5,38702
387,3,645,641,4,3,2014,1,5,1,2,2,0,0,0,0,642,3,18,30,19,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,1,1,36,31,33,2,NA,1,2,1,2,2,1,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,2,91,21,1,NA,NA,2,,,,,,,,,12,2,NA,NA,1,1,1,,B,,NA,NA,,,,1,1,1,0.9464174115692615,0.16642904268092046,3,-0.5016053966119273,1,NA,NA,387,5,38703
387,4,647,641,5,3,2014,1,5,1,2,4,1,1,0,0,642,3,8,40,9,20,2,2,4,5,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,2,1,2,2,2,2,0,4,1,1,2,1,1,2,2,2,2,2,2,2,97,1,1,36,31,33,2,NA,1,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,1,1,2,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,2,91,21,1,NA,NA,2,,,,,,,,,12,2,NA,NA,1,1,1,A,,,NA,NA,,,,1,1,3,0.9464174115692615,0.2089331614766225,3,-0.448583494077523,2,NA,NA,387,5,38704
387,5,645,641,3,3,2014,1,5,1,1,1,1,1,0,0,642,3,8,30,9,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,1,1,36,31,33,2,NA,1,2,1,2,1,2,1,2,1,1,2,1,2,2,2,2,2,1,2,1,2,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,2,91,21,1,NA,NA,2,,,,,,,,,12,2,NA,NA,1,1,1,,,C,NA,NA,,,,2,1,3,0.9464174115692615,0.6545158933954387,4,0.10726014772036424,2,NA,NA,387,5,38705
387,6,646,641,3,3,2014,1,5,1,1,4,1,1,0,0,642,3,8,35,9,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,2,36,35,35,2,NA,1,2,1,2,1,1,2,1,1,1,2,1,1,1,2,2,2,1,2,1,2,2,NA,2,NA,2,NA,1,0,0,0,2,0,0,1,11,NA,NA,NA,NA,1,A,,,,,,,,12,2,NA,NA,1,1,1,A,,,NA,NA,,,,2,1,1,0.9464174115692615,1.043738126501297,5,0.592796700240277,4,NA,NA,387,5,38706
387,7,647,641,4,3,2014,1,5,1,1,2,1,1,0,0,642,3,16,0,16,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,1,2,36,31,33,2,NA,1,2,1,2,2,2,2,2,1,1,2,1,2,2,2,2,2,1,2,1,2,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,2,91,21,1,NA,NA,2,,,,,,,,,12,2,NA,NA,1,1,1,A,,,NA,NA,,,,2,1,2,0.9464174115692615,0.40564922931480474,3,-0.20318938942613923,2,NA,NA,387,5,38707
387,8,645,641,3,3,2014,1,5,1,1,4,1,1,0,0,642,3,10,0,10,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,1,2,36,31,33,2,NA,1,1,1,2,1,1,1,2,1,1,2,1,2,2,2,2,2,1,2,1,1,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,1,11,NA,NA,NA,NA,1,A,,,D,,,,,12,2,NA,NA,1,1,1,,,C,NA,NA,,,,1,1,2,0.9464174115692615,0.9363902563095138,5,0.4588852471422267,3,NA,NA,387,5,38708
387,9,645,641,4,3,2014,1,5,1,2,4,2,2,0,0,642,3,10,0,10,30,2,1,3,17,1,2,1,2,2,7,2,2,2,2,2,2,2,2,2,NA,1,2,1,1,1,2,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,2,36,31,33,2,NA,1,2,1,1,1,1,1,2,1,1,2,1,2,2,2,2,2,1,1,1,1,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,2,11,NA,NA,NA,NA,1,A,,,,,,,,12,2,NA,NA,1,1,1,A,,,NA,NA,,,,1,1,2,0.9464174115692615,0.8607471353505391,4,0.36452398756259113,3,NA,NA,387,5,38709
387,10,646,641,4,3,2014,1,5,1,1,4,0,0,1,1,642,3,16,20,17,0,1,1,4,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,1,2,1,2,2,2,2,2,2,2,2,3,1,3,36,35,33,2,NA,1,2,1,2,1,1,1,1,1,2,2,1,2,1,2,2,2,1,2,1,1,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,1,91,11,NA,NA,NA,2,,,,,,,,,12,2,NA,NA,1,1,1,A,,,NA,NA,,,,2,1,1,0.9464174115692615,1.008005458516759,5,0.5482218662512007,3,NA,NA,387,5,38710
387,11,646,641,4,3,2014,1,5,1,2,3,1,1,0,0,642,3,14,35,15,15,1,1,3,8,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,NA,1,2,1,2,2,2,1,3,3,1,1,2,1,1,1,1,1,2,2,2,2,97,1,2,36,31,33,2,NA,1,2,1,2,1,1,1,2,1,1,2,1,1,1,2,2,2,1,1,1,1,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,1,11,NA,NA,NA,NA,1,A,,,,,,,,12,2,NA,NA,1,1,1,,,C,NA,NA,,,,1,1,4,0.9464174115692615,1.1421661942385426,5,0.7155811164823496,4,NA,NA,387,5,38711
387,12,647,641,3,3,2014,1,5,1,1,3,1,1,0,0,642,3,13,25,14,10,1,1,3,16,1,2,2,2,1,60,2,2,2,2,2,2,2,2,2,NA,1,2,1,1,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,1,2,36,31,33,2,NA,1,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,1,1,2,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,1,91,21,1,NA,NA,2,,,,,,,,,12,2,NA,NA,1,1,1,,B,,NA,NA,,,,2,1,1,0.9464174115692615,0.39229599674779436,3,-0.21984692323104785,2,NA,NA,387,5,38712
387,13,647,641,4,3,2014,1,5,1,2,4,1,1,0,0,642,3,9,30,10,5,2,1,3,14,1,2,1,2,2,3,2,2,2,2,2,2,2,2,2,NA,2,2,1,2,2,2,2,1,3,1,1,2,1,1,1,2,2,2,2,2,2,97,1,3,36,31,33,2,NA,1,2,1,2,1,1,1,2,1,1,2,1,2,1,2,2,2,1,1,1,1,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,2,11,NA,NA,NA,NA,1,A,,,,,,,,12,2,NA,NA,1,1,1,A,,,NA,NA,,,,1,1,3,0.9464174115692615,0.9380226674053429,5,0.460921603722989,3,NA,NA,387,5,38713
387,14,647,641,4,3,2014,1,5,1,1,2,1,1,0,0,642,3,14,0,14,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,1,1,36,31,33,2,NA,1,1,1,2,1,1,1,2,1,1,2,1,2,1,2,2,2,1,2,1,2,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,1,91,11,NA,NA,NA,2,,,,,,,,,12,2,NA,NA,1,1,1,,B,,NA,NA,,,,2,1,1,0.9464174115692615,0.9873962353951556,5,0.5225128232072606,3,NA,NA,387,5,38714
387,15,646,641,3,3,2014,1,5,1,1,4,1,1,0,0,642,3,15,30,16,15,2,1,3,7,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,2,1,2,1,2,1,3,3,2,1,2,1,1,1,2,2,2,2,2,2,97,1,1,36,31,33,2,NA,1,2,1,2,1,2,2,1,1,2,2,1,2,1,2,2,2,1,2,1,1,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,2,91,21,1,NA,NA,2,,,,,,,,,12,2,NA,NA,1,1,1,A,,,NA,NA,,,,1,1,2,0.9464174115692615,0.6111252440853127,4,0.05313233978522693,2,NA,NA,387,5,38715
387,16,646,641,4,3,2014,1,5,1,1,1,0,0,0,0,642,3,10,0,10,35,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,36,31,33,2,NA,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,2,91,11,NA,NA,NA,2,,,,,,,,,12,2,NA,NA,1,1,1,,B,,NA,NA,,,,2,1,0,0.9464174115692615,-0.18110281423446795,2,-0.9351351524818818,1,NA,NA,387,5,38716
387,17,647,641,3,3,2014,1,5,1,1,2,1,1,0,0,642,3,16,0,16,35,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,1,2,36,31,33,2,NA,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,1,91,11,NA,NA,NA,2,,,,,,,,,12,2,NA,NA,1,1,1,,B,,NA,NA,,,,2,1,4,0.9464174115692615,1.261585636270905,5,0.8645512915043789,4,NA,NA,387,5,38717
387,18,645,641,3,3,2014,1,5,1,1,1,0,0,0,0,642,3,11,20,11,50,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,1,1,36,31,33,2,NA,1,2,1,2,1,2,1,2,1,1,1,1,1,2,2,2,2,1,2,1,2,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,1,91,11,NA,NA,NA,2,,,,,,,,,12,2,NA,NA,1,1,1,A,,,NA,NA,,,,1,1,4,0.9464174115692615,0.9942660542379835,5,0.5310826012766335,3,NA,NA,387,5,38718
387,19,646,641,3,3,2014,1,5,1,1,5,2,2,0,0,642,3,10,20,11,0,1,1,5,17,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,2,1,2,2,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,36,31,33,2,NA,1,2,1,2,1,2,1,2,1,1,2,1,2,1,2,2,2,1,1,1,1,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,1,91,11,NA,NA,NA,2,,,,,,,,,12,2,NA,NA,1,1,1,,B,C,NA,NA,,,,2,1,2,0.9464174115692615,0.9215643973469521,4,0.4403906807054969,3,NA,NA,387,5,38719
387,20,645,641,3,3,2014,1,5,1,2,4,1,1,0,0,642,3,15,0,15,30,1,1,4,13,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,2,1,1,2,2,1,7,4,1,1,2,1,1,2,2,1,2,2,2,2,97,1,2,36,31,33,2,NA,1,2,1,1,1,1,1,2,1,1,2,1,2,1,2,2,2,1,1,1,1,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,2,91,11,NA,NA,NA,2,,,,,,,,,12,2,NA,NA,1,1,1,A,,,NA,NA,,,,1,1,1,0.9464174115692615,0.9192068434208456,4,0.43744974232043243,3,NA,NA,387,5,38720
388,1,636,631,4,3,2014,1,5,1,2,6,1,1,0,0,632,3,17,20,18,0,2,1,5,10,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,2,2,2,2,2,2,NA,5,2,1,2,1,1,2,2,2,2,2,2,2,1,1,2,36,31,33,2,NA,1,2,1,2,2,1,1,2,1,2,2,1,2,2,2,2,2,1,1,1,1,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,2,21,NA,2,NA,NA,1,A,,,D,,,,,12,2,NA,NA,1,1,1,,B,,NA,NA,,,,1,1,1,0.9359694186666283,0.10587695412445819,3,-0.5771412982765916,1,NA,NA,388,5,38801
388,2,636,631,5,3,2014,1,5,1,1,2,1,1,0,0,632,3,17,40,18,20,1,1,2,12,1,2,1,2,2,4,2,2,2,1,NA,NA,NA,NA,2,NA,2,2,1,2,2,2,2,7,2,1,1,2,1,1,2,2,1,2,2,2,2,97,1,1,36,31,33,2,NA,1,2,1,2,1,1,2,2,1,2,2,1,2,2,2,2,2,1,1,1,2,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,1,14,NA,3,15,1,2,,,,,,,,,12,2,NA,NA,1,1,1,A,,,NA,NA,,,,2,1,2,0.9359694186666283,0.25183758569300696,3,-0.3950622292318699,2,NA,NA,388,5,38802
388,3,636,631,6,3,2014,1,5,1,1,4,1,1,1,1,632,3,17,30,18,10,2,1,3,7,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,2,2,2,1,2,2,3,3,2,1,2,2,2,2,1,2,2,2,2,2,97,1,1,36,31,33,2,NA,1,2,1,2,1,1,2,2,1,2,2,1,2,2,2,2,2,1,2,1,2,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,1,21,NA,3,5,2,2,,,,,,,,,12,2,NA,NA,1,1,1,A,B,,NA,NA,,,,1,1,3,0.9359694186666283,0.17438579128811055,3,-0.49167972443956715,1,NA,NA,388,5,38803
388,4,636,631,6,3,2014,1,5,1,2,2,0,0,0,0,632,3,10,30,11,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,1,1,36,31,33,8,3,1,2,1,2,1,2,2,1,1,2,2,1,2,2,2,2,2,1,1,1,1,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,2,21,NA,2,NA,NA,1,A,,,D,,,,,12,2,NA,NA,1,1,1,A,B,C,NA,NA,,,,1,1,3,0.9359694186666283,-0.07594901513632535,3,-0.8039607005728159,1,NA,NA,388,5,38804
388,5,636,631,5,3,2014,1,5,1,1,1,1,1,0,0,632,3,16,30,17,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,36,31,33,2,NA,1,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,1,2,2,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,2,91,21,2,NA,NA,2,,,,,,,,,12,2,NA,NA,1,1,1,,B,,NA,NA,,,,2,1,2,0.9359694186666283,-0.05522293804845402,3,-0.7781058876650186,1,NA,NA,388,5,38805
388,6,637,631,4,3,2014,1,5,1,2,2,0,0,0,0,632,3,13,10,13,47,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,1,2,36,31,33,2,NA,1,2,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,1,2,1,1,2,NA,2,NA,2,NA,1,0,0,0,2,0,0,2,21,NA,1,NA,NA,1,A,,,,,,,,12,2,NA,NA,1,1,1,,B,,NA,NA,,,,1,1,1,0.9359694186666283,0.7242014297701402,4,0.19418959885136206,3,NA,NA,388,5,38806
388,7,637,631,4,3,2014,1,5,1,1,4,1,1,1,1,632,3,8,30,9,15,2,1,3,7,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,2,1,2,2,2,2,2,3,2,1,2,1,2,1,2,2,2,2,2,2,97,1,1,36,31,33,2,NA,1,2,1,2,1,1,1,2,1,2,2,1,2,1,2,2,2,1,2,1,2,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,1,21,NA,3,10,1,2,,,,,,,,,12,2,NA,NA,1,1,1,A,,,NA,NA,,,,2,1,3,0.9359694186666283,0.39148196226056253,3,-0.22086239322465265,2,NA,NA,388,5,38807
388,8,637,631,4,3,2014,1,5,1,1,3,3,3,0,0,632,3,14,20,15,0,1,1,3,16,1,2,2,2,1,35,2,2,2,2,2,2,2,2,2,NA,2,2,1,1,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,1,1,36,31,33,2,NA,1,2,2,2,2,1,1,2,1,1,2,1,2,2,2,2,2,1,1,1,2,1,500,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,1,91,21,2,NA,NA,2,,,,,,,,,12,2,NA,NA,1,1,1,A,,,NA,NA,,,,2,1,4,0.9359694186666283,0.1754265636082727,3,-0.4903814095918841,1,NA,NA,388,5,38808
